1800	▁both	 both
4252	▁music	 music
2462	▁always	 always
3187	▁often	 often
3627	▁paper	 paper
13358	▁ease	 ease
2591	▁example	 example
3727	▁walk	 walk
2506	▁got	 got
3654	▁begin	 begin
2940	▁children	 children
2173	▁white	 white
2148	▁next	 next
3075	▁together	 together
4483	▁seem	 seem
1932	▁open	 open
4721	▁stop	 stop
2321	▁few	 few
1972	▁life	 life
1759	▁real	 real
3446	▁night	 night
3107	▁close	 close
2686	▁press	 press
1651	▁while	 while
1845	▁run	 run
5226	▁late	 late
2378	▁left	 left
4988	▁draw	 draw
5442	▁sea	 sea
2793	▁far	 far
5004	▁saw	 saw
3925	▁story	 story
2473	▁might	 might
1502	▁start	 start
2651	▁hard	 hard
2338	▁since	 since
4071	▁cross	 cross
5028	▁tree	 tree
3207	▁city	 city
1534	▁between	 between
5232	▁door	 door
1774	▁last	 last
2752	▁never	 never
7068	▁eye	 eye
2514	▁keep	 keep
1531	▁let	 let
3305	▁thought	 thought
2390	▁four	 four
3768	▁sun	 sun
2780	▁food	 food
2890	▁cover	 cover
3732	▁plant	 plant
3449	▁learn	 learn
2036	▁still	 still
2748	▁study	 study
2171	▁grow	 grow
2528	▁school	 school
3890	▁answer	 answer
1765	▁found	 found
2891	▁country	 country
1374	▁should	 should
3104	▁page	 page
1852	▁own	 own
1975	▁stand	 stand
2228	▁head	 head
6353	▁father	 father
7764	▁earth	 earth
1265	▁self	 self
2016	▁build	 build
3541	▁near	 near
1902	▁world	 world
5946	▁mother	 mother
1523	▁point	 point
7626	▁animal	 animal
1570	▁again	 again
775	▁us	 us
2056	▁try	 try
6083	▁picture	 picture
3155	▁house	 house
1202	▁need	 need
1135	▁off	 off
2712	▁kind	 kind
2214	▁light	 light
3939	▁went	 went
2352	▁change	 change
1758	▁men	 men
2679	▁ask	 ask
3217	▁why	 why
1134	▁act	 act
1500	▁follow	 follow
1288	▁such	 such
1494	▁high	 high
2563	▁big	 big
1921	▁must	 must
1590	▁here	 here
2601	▁land	 land
1581	▁even	 even
1138	▁add	 add
25749	▁spell	 spell
2455	▁large	 large
2411	▁port	 port
1526	▁hand	 hand
1676	▁read	 read
2033	▁home	 home
2247	▁put	 put
1345	▁end	 end
1944	▁small	 small
1441	▁play	 play
992	▁also	 also
1388	▁well	 well
2634	▁air	 air
1461	▁want	 want
1806	▁three	 three
1076	▁set	 set
13315	▁sentence	 sentence
3442	▁tell	 tell
1677	▁does	 does
2311	▁too	 too
2255	▁old	 old
6938	▁boy	 boy
1447	▁right	 right
2827	▁move	 move
1335	▁differ	 differ
2689	▁mean	 mean
1638	▁same	 same
4400	▁cause	 cause
2490	▁turn	 turn
1680	▁before	 before
1757	▁line	 line
2708	▁low	 low
1601	▁help	 help
1879	▁say	 say
1751	▁think	 think
1822	▁great	 great
1623	▁much	 much
1183	▁form	 form
1164	▁just	 just
1343	▁through	 through
1401	▁very	 very
1463	▁name	 name
1208	▁under	 under
1023	▁our	 our
2583	▁give	 give
786	▁me	 me
1535	▁good	 good
1418	▁every	 every
1407	▁show	 show
3588	▁came	 came
1051	▁year	 year
880	▁man	 man
4886	▁round	 round
1186	▁only	 only
2268	▁little	 little
1063	▁back	 back
1308	▁after	 after
1298	▁where	 where
3892	▁live	 live
1603	▁made	 made
1977	▁place	 place
974	▁get	 get
1769	▁take	 take
912	▁part	 part
981	▁work	 work
861	▁new	 new
1027	▁any	 any
1586	▁find	 find
1492	▁now	 now
1010	▁been	 been
2678	▁side	 side
1679	▁down	 down
1149	▁may	 may
1331	▁people	 people
1171	▁first	 first
2246	▁call	 call
1082	▁than	 than
1813	▁water	 water
1281	▁know	 know
1024	▁over	 over
1015	▁who	 who
1548	▁number	 number
1346	▁most	 most
951	▁no	 no
5057	▁sound	 sound
1041	▁my	 my
1602	▁did	 did
2229	▁come	 come
817	▁go	 go
1451	▁could	 could
1719	▁day	 day
919	▁more	 more
1385	▁look	 look
815	▁has	 has
1156	▁two	 two
1515	▁him	 him
1460	▁see	 see
3210	▁thing	 thing
1386	▁make	 make
1440	▁long	 long
1116	▁her	 her
1239	▁these	 these
834	▁so	 so
1133	▁like	 like
4903	▁write	 write
1093	▁would	 would
1091	▁them	 them
1299	▁then	 then
1551	▁many	 many
1003	▁about	 about
1595	▁way	 way
795	▁will	 will
768	▁if	 if
990	▁time	 time
910	▁their	 their
776	▁do	 do
837	▁which	 which
1304	▁she	 she
1546	▁each	 each
614	▁an	 an
1176	▁said	 said
1217	▁how	 how
822	▁your	 your
1161	▁use	 use
872	▁up	 up
1056	▁when	 when
993	▁there	 there
784	▁all	 all
964	▁were	 were
1032	▁other	 other
855	▁out	 out
740	▁can	 can
692	▁we	 we
1070	▁some	 some
1144	▁what	 what
840	▁but	 but
711	▁not	 not
684	▁by	 by
1053	▁had	 had
653	▁or	 or
699	▁from	 from
672	▁this	 this
735	▁have	 have
886	▁one	 one
657	▁at	 at
577	▁be	 be
901	▁they	 they
607	▁with	 with
659	▁are	 are
580	▁on	 on
573	▁for	 for
691	▁was	 was
563	▁is	 is
528	▁in	 in
531	▁to	 to
532	▁and	 and
529	▁of	 of
506	▁the	 the
